delivery_id,innings_id,match_id,over_number,ball_number,phase,batter_id,non_striker_id,bowler_id,batter_name,bowler_name,bowler_type,batter_position,runs_scored,extras_runs,total_runs,is_wide,is_noball,is_bye,is_legbye,is_four,is_six,is_dot,is_wicket,wicket_type,fielder_name,batting_team,bowling_team,match_date,tournament_name,format,gender,age_group,season
10668,91,46,9,5,middle,86,95,119,Omkar Sarwate,Vaibhav Joshi,leg-spin,4,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10669,91,46,9,6,middle,86,95,119,Omkar Sarwate,Vaibhav Joshi,leg-spin,4,2,0,2,False,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10670,91,46,10,1,middle,95,86,106,Amit Borkar,Nikhil Sarwate,leg-spin,4,0,0,0,False,False,False,False,False,False,False,True,lbw,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10671,91,46,10,2,middle,94,86,106,Nikhil Bhatt,Nikhil Sarwate,leg-spin,5,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10672,91,46,10,3,middle,94,86,106,Nikhil Bhatt,Nikhil Sarwate,leg-spin,5,1,0,1,False,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10673,91,46,10,4,middle,86,94,106,Omkar Sarwate,Nikhil Sarwate,leg-spin,5,3,0,3,False,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10674,91,46,10,5,middle,94,86,106,Nikhil Bhatt,Nikhil Sarwate,leg-spin,5,0,1,1,True,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10675,91,46,10,6,middle,94,86,106,Nikhil Bhatt,Nikhil Sarwate,leg-spin,5,6,0,6,False,False,False,False,False,True,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10676,91,46,10,7,middle,94,86,106,Nikhil Bhatt,Nikhil Sarwate,leg-spin,5,0,0,0,False,False,False,False,False,False,False,True,lbw,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10677,91,46,11,1,middle,86,93,113,Omkar Sarwate,Amit Sharma,right-arm medium pace,6,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10678,91,46,11,2,middle,86,93,113,Omkar Sarwate,Amit Sharma,right-arm medium pace,6,0,0,0,False,False,False,False,False,False,False,True,caught,Aniket Raut,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10679,91,46,11,3,middle,89,93,113,Nikhil Sarwate,Amit Sharma,right-arm medium pace,7,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10680,91,46,11,4,middle,89,93,113,Nikhil Sarwate,Amit Sharma,right-arm medium pace,7,2,0,2,False,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10681,91,46,11,5,middle,89,93,113,Nikhil Sarwate,Amit Sharma,right-arm medium pace,7,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10682,91,46,11,6,middle,89,93,113,Nikhil Sarwate,Amit Sharma,right-arm medium pace,7,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10683,91,46,12,1,middle,93,89,118,Lakshya Nair,Sanjay Borkar,left-arm orthodox,7,0,1,1,True,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10684,91,46,12,2,middle,93,89,118,Lakshya Nair,Sanjay Borkar,left-arm orthodox,7,0,1,1,True,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10685,91,46,12,3,middle,93,89,118,Lakshya Nair,Sanjay Borkar,left-arm orthodox,7,4,0,4,False,False,False,False,True,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10686,91,46,12,4,middle,93,89,118,Lakshya Nair,Sanjay Borkar,left-arm orthodox,7,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10687,91,46,12,5,middle,93,89,118,Lakshya Nair,Sanjay Borkar,left-arm orthodox,7,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10688,91,46,12,6,middle,93,89,118,Lakshya Nair,Sanjay Borkar,left-arm orthodox,7,6,0,6,False,False,False,False,False,True,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10689,91,46,12,7,middle,93,89,118,Lakshya Nair,Sanjay Borkar,left-arm orthodox,7,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10690,91,46,12,8,middle,93,89,118,Lakshya Nair,Sanjay Borkar,left-arm orthodox,7,1,0,1,False,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10691,91,46,13,1,middle,93,89,112,Lakshya Nair,Vaibhav Sarwate,off-spin,7,1,0,1,False,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10692,91,46,13,2,middle,89,93,112,Nikhil Sarwate,Vaibhav Sarwate,off-spin,7,1,0,1,False,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10693,91,46,13,3,middle,93,89,112,Lakshya Nair,Vaibhav Sarwate,off-spin,7,4,0,4,False,False,False,False,True,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10694,91,46,13,4,middle,93,89,112,Lakshya Nair,Vaibhav Sarwate,off-spin,7,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10695,91,46,13,5,middle,93,89,112,Lakshya Nair,Vaibhav Sarwate,off-spin,7,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10696,91,46,13,6,middle,93,89,112,Lakshya Nair,Vaibhav Sarwate,off-spin,7,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10697,91,46,14,1,middle,89,93,113,Nikhil Sarwate,Amit Sharma,right-arm medium pace,7,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10698,91,46,14,2,middle,89,93,113,Nikhil Sarwate,Amit Sharma,right-arm medium pace,7,0,0,0,False,False,False,False,False,False,False,True,caught,Aniket Joshi,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10699,91,46,14,3,middle,114,93,113,Aniket Joshi,Amit Sharma,right-arm medium pace,8,1,0,1,False,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10700,91,46,14,4,middle,93,114,113,Lakshya Nair,Amit Sharma,right-arm medium pace,8,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10701,91,46,14,5,middle,93,114,113,Lakshya Nair,Amit Sharma,right-arm medium pace,8,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10702,91,46,14,6,middle,93,114,113,Lakshya Nair,Amit Sharma,right-arm medium pace,8,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10703,91,46,15,1,death,114,93,100,Aniket Joshi,Vikas Nair,off-spin,8,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10704,91,46,15,2,death,114,93,100,Aniket Joshi,Vikas Nair,off-spin,8,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10705,91,46,15,3,death,114,93,100,Aniket Joshi,Vikas Nair,off-spin,8,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10706,91,46,15,4,death,114,93,100,Aniket Joshi,Vikas Nair,off-spin,8,6,0,6,False,False,False,False,False,True,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10707,91,46,15,5,death,114,93,100,Aniket Joshi,Vikas Nair,off-spin,8,1,0,1,False,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10708,91,46,15,6,death,93,114,100,Lakshya Nair,Vikas Nair,off-spin,8,1,0,1,False,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10709,91,46,16,1,death,93,114,100,Lakshya Nair,Vikas Nair,off-spin,8,4,0,4,False,False,False,False,True,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10710,91,46,16,2,death,93,114,100,Lakshya Nair,Vikas Nair,off-spin,8,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10711,91,46,16,3,death,93,114,100,Lakshya Nair,Vikas Nair,off-spin,8,6,0,6,False,False,False,False,False,True,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10712,91,46,16,4,death,93,114,100,Lakshya Nair,Vikas Nair,off-spin,8,1,0,1,False,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10713,91,46,16,5,death,114,93,100,Aniket Joshi,Vikas Nair,off-spin,8,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10714,91,46,16,6,death,114,93,100,Aniket Joshi,Vikas Nair,off-spin,8,4,0,4,False,False,False,False,True,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10715,91,46,17,1,death,93,114,119,Lakshya Nair,Vaibhav Joshi,leg-spin,8,1,0,1,False,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10716,91,46,17,2,death,114,93,119,Aniket Joshi,Vaibhav Joshi,leg-spin,8,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10717,91,46,17,3,death,114,93,119,Aniket Joshi,Vaibhav Joshi,leg-spin,8,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10718,91,46,17,4,death,114,93,119,Aniket Joshi,Vaibhav Joshi,leg-spin,8,0,0,0,False,False,False,False,False,False,False,True,caught,Vikas Singh,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10719,91,46,17,5,death,99,93,119,Suraj Dhote,Vaibhav Joshi,leg-spin,9,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10720,91,46,17,6,death,99,93,119,Suraj Dhote,Vaibhav Joshi,leg-spin,9,1,0,1,False,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10721,91,46,18,1,death,99,93,100,Suraj Dhote,Vikas Nair,off-spin,9,1,0,1,False,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10722,91,46,18,2,death,93,99,100,Lakshya Nair,Vikas Nair,off-spin,9,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10723,91,46,18,3,death,93,99,100,Lakshya Nair,Vikas Nair,off-spin,9,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10724,91,46,18,4,death,93,99,100,Lakshya Nair,Vikas Nair,off-spin,9,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10725,91,46,18,5,death,93,99,100,Lakshya Nair,Vikas Nair,off-spin,9,0,0,0,False,False,False,False,False,False,True,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10726,91,46,18,6,death,93,99,100,Lakshya Nair,Vikas Nair,off-spin,9,2,0,2,False,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10727,91,46,19,1,death,99,93,103,Suraj Dhote,Vikas Singh,right-arm medium pace,9,0,0,0,False,False,False,False,False,False,False,True,caught,Aniket Joshi,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10728,91,46,19,2,death,87,93,103,Harsh Joshi,Vikas Singh,right-arm medium pace,10,6,0,6,False,False,False,False,False,True,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10729,91,46,19,3,death,87,93,103,Harsh Joshi,Vikas Singh,right-arm medium pace,10,4,0,4,False,False,False,False,True,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10730,91,46,19,4,death,87,93,103,Harsh Joshi,Vikas Singh,right-arm medium pace,10,1,0,1,False,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10731,91,46,19,5,death,93,87,103,Lakshya Nair,Vikas Singh,right-arm medium pace,10,1,0,1,False,False,False,False,False,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10732,91,46,19,6,death,87,93,103,Harsh Joshi,Vikas Singh,right-arm medium pace,10,4,0,4,False,False,False,False,True,False,False,False,,,Buldhana XI,Bhandara XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10733,92,46,0,1,powerplay,106,112,91,Nikhil Sarwate,Lakshya Borkar,leg-spin,1,6,0,6,False,False,False,False,False,True,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10734,92,46,0,2,powerplay,106,112,91,Nikhil Sarwate,Lakshya Borkar,leg-spin,1,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10735,92,46,0,3,powerplay,112,106,91,Vaibhav Sarwate,Lakshya Borkar,leg-spin,1,4,0,4,False,False,False,False,True,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10736,92,46,0,4,powerplay,112,106,91,Vaibhav Sarwate,Lakshya Borkar,leg-spin,1,0,1,1,True,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10737,92,46,0,5,powerplay,112,106,91,Vaibhav Sarwate,Lakshya Borkar,leg-spin,1,0,1,1,True,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10738,92,46,0,6,powerplay,112,106,91,Vaibhav Sarwate,Lakshya Borkar,leg-spin,1,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10739,92,46,0,7,powerplay,106,112,91,Nikhil Sarwate,Lakshya Borkar,leg-spin,1,0,1,1,True,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10740,92,46,0,8,powerplay,106,112,91,Nikhil Sarwate,Lakshya Borkar,leg-spin,1,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10741,92,46,0,9,powerplay,112,106,91,Vaibhav Sarwate,Lakshya Borkar,leg-spin,1,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10742,92,46,1,1,powerplay,112,106,87,Vaibhav Sarwate,Harsh Joshi,right-arm pace,1,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10743,92,46,1,2,powerplay,106,112,87,Nikhil Sarwate,Harsh Joshi,right-arm pace,1,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10744,92,46,1,3,powerplay,106,112,87,Nikhil Sarwate,Harsh Joshi,right-arm pace,1,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10745,92,46,1,4,powerplay,112,106,87,Vaibhav Sarwate,Harsh Joshi,right-arm pace,1,2,0,2,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10746,92,46,1,5,powerplay,112,106,87,Vaibhav Sarwate,Harsh Joshi,right-arm pace,1,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10747,92,46,1,6,powerplay,106,112,87,Nikhil Sarwate,Harsh Joshi,right-arm pace,1,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10748,92,46,2,1,powerplay,106,112,86,Nikhil Sarwate,Omkar Sarwate,right-arm pace,1,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10749,92,46,2,2,powerplay,106,112,86,Nikhil Sarwate,Omkar Sarwate,right-arm pace,1,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10750,92,46,2,3,powerplay,106,112,86,Nikhil Sarwate,Omkar Sarwate,right-arm pace,1,0,1,1,True,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10751,92,46,2,4,powerplay,106,112,86,Nikhil Sarwate,Omkar Sarwate,right-arm pace,1,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10752,92,46,2,5,powerplay,106,112,86,Nikhil Sarwate,Omkar Sarwate,right-arm pace,1,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10753,92,46,2,6,powerplay,112,106,86,Vaibhav Sarwate,Omkar Sarwate,right-arm pace,1,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10754,92,46,2,7,powerplay,112,106,86,Vaibhav Sarwate,Omkar Sarwate,right-arm pace,1,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10755,92,46,3,1,powerplay,112,106,116,Vaibhav Sarwate,Omkar Verma,leg-spin,1,0,0,0,False,False,False,False,False,False,False,True,caught,Amit Borkar,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10756,92,46,3,2,powerplay,100,106,116,Vikas Nair,Omkar Verma,leg-spin,2,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10757,92,46,3,3,powerplay,100,106,116,Vikas Nair,Omkar Verma,leg-spin,2,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10758,92,46,3,4,powerplay,100,106,116,Vikas Nair,Omkar Verma,leg-spin,2,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10759,92,46,3,5,powerplay,106,100,116,Nikhil Sarwate,Omkar Verma,leg-spin,2,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10760,92,46,3,6,powerplay,100,106,116,Vikas Nair,Omkar Verma,leg-spin,2,0,0,0,False,False,False,False,False,False,False,True,caught,Nikhil Sarwate,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10761,92,46,4,1,powerplay,106,113,93,Nikhil Sarwate,Lakshya Nair,right-arm pace,3,4,0,4,False,False,False,False,True,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10762,92,46,4,2,powerplay,106,113,93,Nikhil Sarwate,Lakshya Nair,right-arm pace,3,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10763,92,46,4,3,powerplay,113,106,93,Amit Sharma,Lakshya Nair,right-arm pace,3,6,0,6,False,False,False,False,False,True,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10764,92,46,4,4,powerplay,113,106,93,Amit Sharma,Lakshya Nair,right-arm pace,3,6,0,6,False,False,False,False,False,True,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10765,92,46,4,5,powerplay,113,106,93,Amit Sharma,Lakshya Nair,right-arm pace,3,2,0,2,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10766,92,46,4,6,powerplay,113,106,93,Amit Sharma,Lakshya Nair,right-arm pace,3,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10767,92,46,5,1,powerplay,113,106,91,Amit Sharma,Lakshya Borkar,leg-spin,3,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10768,92,46,5,2,powerplay,113,106,91,Amit Sharma,Lakshya Borkar,leg-spin,3,0,1,1,True,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10769,92,46,5,3,powerplay,113,106,91,Amit Sharma,Lakshya Borkar,leg-spin,3,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10770,92,46,5,4,powerplay,113,106,91,Amit Sharma,Lakshya Borkar,leg-spin,3,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10771,92,46,5,5,powerplay,113,106,91,Amit Sharma,Lakshya Borkar,leg-spin,3,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10772,92,46,5,6,powerplay,106,113,91,Nikhil Sarwate,Lakshya Borkar,leg-spin,3,4,0,4,False,False,False,False,True,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10773,92,46,5,7,powerplay,106,113,91,Nikhil Sarwate,Lakshya Borkar,leg-spin,3,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10774,92,46,6,1,middle,113,106,94,Amit Sharma,Nikhil Bhatt,right-arm pace,3,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10775,92,46,6,2,middle,106,113,94,Nikhil Sarwate,Nikhil Bhatt,right-arm pace,3,4,0,4,False,False,False,False,True,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10776,92,46,6,3,middle,106,113,94,Nikhil Sarwate,Nikhil Bhatt,right-arm pace,3,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10777,92,46,6,4,middle,106,113,94,Nikhil Sarwate,Nikhil Bhatt,right-arm pace,3,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10778,92,46,6,5,middle,106,113,94,Nikhil Sarwate,Nikhil Bhatt,right-arm pace,3,0,0,0,False,False,False,False,False,False,False,True,bowled,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10779,92,46,6,6,middle,110,113,94,Aniket Joshi,Nikhil Bhatt,right-arm pace,4,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10780,92,46,7,1,middle,113,110,87,Amit Sharma,Harsh Joshi,right-arm pace,4,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10781,92,46,7,2,middle,113,110,87,Amit Sharma,Harsh Joshi,right-arm pace,4,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10782,92,46,7,3,middle,113,110,87,Amit Sharma,Harsh Joshi,right-arm pace,4,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10783,92,46,7,4,middle,113,110,87,Amit Sharma,Harsh Joshi,right-arm pace,4,2,0,2,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10784,92,46,7,5,middle,113,110,87,Amit Sharma,Harsh Joshi,right-arm pace,4,0,1,1,True,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
10785,92,46,7,6,middle,113,110,87,Amit Sharma,Harsh Joshi,right-arm pace,4,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Buldhana XI,2024-10-26,U19 Men T20,T20,male,U19,2024-25
